gkg_record_id,date,source,document_url,headline,retrieval_bucket,human_label,notes
20240110120000-1298,20240110120000,orissapost.com,https://www.orissapost.com/late-buying-helps-sensex-jump-270-pts-ril-icici-bank-shine/,"Late buying helps Sensex jump 270 pts; RIL, ICICI Bank shine",NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240110121500-727,20240110121500,telegraphindia.com,https://www.telegraphindia.com/business/late-buying-helps-sensex-jump-270-points-reliance-industries-icici-bank-shine/cid/1992867,"Stock market | Late buying helps Sensex jump 270 points; Reliance Industries, ICICI Bank shine",NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240110121500-1368,20240110121500,telegraphindia.com,https://www.telegraphindia.com/feeds/business/late-buying-helps-sensex-jump-270-points-reliance-industries-icici-bank-shine/cid/1992867,"Stock market | Late buying helps Sensex jump 270 points; Reliance Industries, ICICI Bank shine",NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240110121500-1112,20240110121500,investegate.co.uk,https://www.investegate.co.uk:443/announcement/rns/jpmorgan-emerging-markets-inv-trust--jmg/ten-largest-investments-/7983548,Investegate | Company Announcement,NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240110123000-83,20240110123000,indiatimes.com,https://economictimes.indiatimes.com/tech/technology/ntt-sells-controlling-stake-in-pune-based-nihilent-to-promoter/articleshow/106701001.cms,NTT Corporation: NTT sells controlling stake in Pune-based Nihilent to promoter,NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240110123000-520,20240110123000,theweek.in,https://www.theweek.in/news/biz-tech/2024/01/10/late-buying-helps-sensex-jump-270-points-reliance-icici-bank-shine.html,"Late buying helps Sensex jump 270 points; Reliance, ICICI Bank shine",NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240110123000-T1186,20240110123000,loksatta.com,https://www.loksatta.com/business/market/sensex-gains-271-points-today-on-10th-january-print-eco-news-asj-82-4150294/,सेन्सेक्समध्ये २७१ अंशांची भर,NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240110124500-365,20240110124500,india.com,https://zeenews.india.com/markets/late-buying-helps-sensex-jump-270-points-ril-icici-bank-shine-2708370.html,"Late Buying Helps Sensex Jump 270 Points; RIL, ICICI Bank Shine",NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240110124500-901,20240110124500,businesstoday.in,https://www.businesstoday.in/markets/company-stock/story/tcs-q3-results-preview-sub-10-billion-order-wins-likely-profit-to-rise-7-11-yoy-412646-2024-01-10,"TCS Q3 results preview: Sub-$10 billion order wins likely, profit to rise 7-11% YoY",OVERLAP,DIRECTLY_RELEVANT,"Relevant to Tata Consultancy Services corporate performance, operations, IT deals, workforce, or governance."
20240110130000-202,20240110130000,financialexpress.com,https://www.financialexpress.com/market/late-buying-helps-sensex-jump-270-pts-ril-icici-bank-shine-3360935/,"Late buying helps Sensex jump 270 pts; RIL, ICICI Bank shine",NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240110144500-714,20240110144500,rediff.com,https://www.rediff.com/business/report/late-buying-helps-sensex-jump-270-pts-ril-icici-bank-shine/20240110.htm,"Late buying helps Sensex jump 270 pts; RIL, ICICI Bank shine",NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240110150000-760,20240110150000,tribuneindia.com,https://www.tribuneindia.com/news/business/late-buying-helps-sensex-jump-270-points-ril-icici-bank-shine-580067,"Late buying helps Sensex jump 270 points; RIL, ICICI Bank shine",NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240110154500-T840,20240110154500,moneycontrol.com,https://hindi.moneycontrol.com/news/markets/it-stocks-tcs-and-infosys-results-will-come-tomorrow-know-how-their-performance-could-be-in-the-third-quarter-1710401.html,"IT Stocks : इंफोसिस तीसरी बार कर सकता है रेवेन्यू गाइडेंस में कटौती, कल आएंगे TCS और Infy के नतीजे",BROAD_ONLY,DIRECTLY_RELEVANT,"Relevant to Tata Consultancy Services corporate performance, operations, IT deals, workforce, or governance."
20240110181500-1698,20240110181500,thehindubusinessline.com,https://www.thehindubusinessline.com/info-tech/experts-predict-muted-results-for-tcs-in-q3/article67727458.ece,experts predict muted results for tcs in q3 - The Hindu BusinessLine,OVERLAP,DIRECTLY_RELEVANT,"Relevant to Tata Consultancy Services corporate performance, operations, IT deals, workforce, or governance."
20240110203000-T1036,20240110203000,segs.com.br,https://www.segs.com.br/veiculos/390348-jaguar-tcs-racing-esta-pronta-para-a-acao-e-estreia-neste-final-de-semana-no-e-prix-do-mexico-pelo-campeonato-mundial-de-formula-e,Jaguar TCS Racing Está Pronta Para a Ação e Estreia Neste Final de Semana no E-Prix do México Pelo Campeonato Mundial de Fórmula E,BROAD_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240110210000-1674,20240110210000,cantechletter.com,https://www.cantechletter.com/2024/01/tcs-stock-earns-top-pick-status-at-echelon/,"TCS stock earns ""Top Pick"" status at Echelon",BROAD_ONLY,DIRECTLY_RELEVANT,"Relevant to Tata Consultancy Services corporate performance, operations, IT deals, workforce, or governance."
20240111011500-T1209,20240111011500,indiatimes.com,https://navbharattimes.indiatimes.com/business/share-market/share-news/stock-market-prediction-today-there-are-signs-of-bumper-bullish-trend-in-these-stocks-including-sun-pharma/articleshow/106706411.cms,"Stock Market Prediction: स्टॉक मार्केट में आज तगड़ी कमाई करा सकते हैं Sun Pharma सहित ये शेयर, बनाए रखें नजर",NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240111014500-714,20240111014500,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/stocks-in-news-tcs-infosys-hdfc-amc-mm-bank-of-india/articleshow/106706228.cms,"Stocks in news: TCS, Infosys, HDFC AMC, M&M, Bank of India",BROAD_ONLY,DIRECTLY_RELEVANT,"Relevant to Tata Consultancy Services corporate performance, operations, IT deals, workforce, or governance."
20240111030000-1021,20240111030000,marketscreener.com,https://www.marketscreener.com/quote/index/NIFTY-50-9743680/news/India-s-Nifty-50-set-to-open-higher-tracking-Asian-peers-45719027/,India's Nifty 50 set to open higher tracking Asian peers,NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240111030000-113,20240111030000,thehindubusinessline.com,https://www.thehindubusinessline.com/markets/stocks-that-will-see-action-today-january-11-2024/article67729341.ece,"Stocks that will see action today: January 11, 2024 - The Hindu BusinessLine",NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240111031500-308,20240111031500,businesstoday.in,https://www.businesstoday.in/markets/company-stock/story/tcs-q3-results-dividend-today-profit-may-rise-7-11-margin-may-expand-sequentially-412733-2024-01-11,"TCS Q3 results, dividend today: Profit may rise 7-11%; margin may expand sequentially",OVERLAP,DIRECTLY_RELEVANT,"Relevant to Tata Consultancy Services corporate performance, operations, IT deals, workforce, or governance."
20240111031500-526,20240111031500,businesstoday.in,https://www.businesstoday.in/visualstories/stock/top-5-stocks-to-watch-on-january-11-2024-infosys-tcs-hdfc-amc-and-more-87704-11-01-2024,"Top 5 stocks to watch on January 11, 2024: Infosys, TCS, HDFC AMC and more",BROAD_ONLY,DIRECTLY_RELEVANT,"Relevant to Tata Consultancy Services corporate performance, operations, IT deals, workforce, or governance."
20240111034500-363,20240111034500,indiatimes.com,https://telecom.economictimes.indiatimes.com/news/industry/ntt-sells-controlling-stake-in-pune-based-nihilent-to-promoter/106712469,"NTT Corporation: NTT sells controlling stake in Pune-based Nihilent to promoter, ET Telecom",NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240111034500-671,20240111034500,tribuneindia.com,https://www.tribuneindia.com/news/comment/genai-has-the-potential-to-propel-economic-growth-580145,GenAI has the potential to propel economic growth,NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240111034500-1392,20240111034500,news18.com,https://www.news18.com/business/stocks-to-watch-tcs-infosys-spicejet-maruti-aster-dm-polycab-boi-and-others-8735659.html,"Stocks to Watch: TCS, Infosys, SpiceJet, Maruti, Aster DM, Polycab, BOI, and Others",BROAD_ONLY,DIRECTLY_RELEVANT,"Relevant to Tata Consultancy Services corporate performance, operations, IT deals, workforce, or governance."
20240111043000-1212,20240111043000,moneycontrol.com,https://www.moneycontrol.com/news/business/markets/sensex-nifty-gain-it-stocks-in-the-red-ahead-of-infy-tcs-q3-results-12032501.html,"Sensex, Nifty gain; IT stocks in the red ahead of Infy, TCS Q3 results",BROAD_ONLY,DIRECTLY_RELEVANT,"Relevant to Tata Consultancy Services corporate performance, operations, IT deals, workforce, or governance."
20240111043000-1068,20240111043000,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/tech-growth-woes-pose-risk-to-dalal-streets-sizzling-rally/articleshow/106715614.cms,Tech growth woes pose risk to Dalal Street's sizzling rally,NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240111043000-1272,20240111043000,businesstoday.in,https://www.businesstoday.in/markets/company-stock/story/stocks-in-the-news-tcs-infosys-dhunseri-ventures-metro-brands-safari-412736-2024-01-11,"Stocks to watch out for today: TCS, Dhunseri Ventures, Metro Brands, Safari and more",OVERLAP,DIRECTLY_RELEVANT,"Relevant to Tata Consultancy Services corporate performance, operations, IT deals, workforce, or governance."
20240111043000-842,20240111043000,moneycontrol.com,https://www.moneycontrol.com/news/business/markets/all-eyes-on-it-stocks-ahead-of-tcs-infosys-q3-results-today-moderate-earnings-expected-12032251.html,"All eyes on IT stocks ahead of TCS, Infosys Q3 results today; moderate earnings expected",OVERLAP,DIRECTLY_RELEVANT,"Relevant to Tata Consultancy Services corporate performance, operations, IT deals, workforce, or governance."
20240111044500-580,20240111044500,financialexpress.com,https://www.financialexpress.com/market/infosys-tcs-results-today-a-look-at-how-the-it-stocks-performed-in-past-quarter-3361434/,"Infosys, TCS results today - A look at how the IT stocks performed in past quarter - Market News",OVERLAP,DIRECTLY_RELEVANT,"Relevant to Tata Consultancy Services corporate performance, operations, IT deals, workforce, or governance."
20240111053000-196,20240111053000,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/tcs-infosys-to-announce-q3-results-today-what-to-track-how-to-trade/articleshow/106717228.cms,"q3 results today: TCS, Infosys to announce Q3 results today: What to track, how to trade",BROAD_ONLY,DIRECTLY_RELEVANT,"Relevant to Tata Consultancy Services corporate performance, operations, IT deals, workforce, or governance."
20240111054500-1210,20240111054500,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-fertilisers-stocks-up-as-market-rises/articleshow/106717551.cms,Stock Market Sectors: Stock market update: Fertilisers stocks up as market rises,NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240111054500-354,20240111054500,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-mining-stocks-mixed-as-market-rises/articleshow/106718022.cms,Stock Market Sectors: Stock market update: Mining stocks mixed as market rises,NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240111054500-470,20240111054500,livelaw.in,https://www.livelaw.in/high-court/bombay-high-court/bombay-high-court-weekly-round-up-january-1-to-january-7-2024-246394,"Bombay High Court Weekly Round-Up: January 1 To January 7, 2024",NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240111054500-226,20240111054500,marketscreener.com,https://www.marketscreener.com/quote/commodity/WTI-2355639/news/INDIA-STOCKS-Energy-leads-rise-in-Indian-shares-ahead-of-US-inflation-data-45719249/,INDIA STOCKS-Energy leads rise in Indian shares ahead of US inflation data,NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240111061500-918,20240111061500,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-it-index-advances-0-15-in-an-upbeat-market/articleshow/106718761.cms,Indices: Stock market update: Nifty IT index advances 0.15% in an upbeat market,NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240111063000-790,20240111063000,livemint.com,https://www.livemint.com/companies/company-results/tcs-infosys-to-wipro-what-market-expects-from-it-majors-in-q3-results-2024-11704951622728.html,"TCS, Infosys to Wipro: What market expects from IT majors in Q3 results 2024?",BROAD_ONLY,DIRECTLY_RELEVANT,"Relevant to Tata Consultancy Services corporate performance, operations, IT deals, workforce, or governance."
20240111063000-T1822,20240111063000,bhaskar.com,https://www.bhaskar.com/business/news/sensex-opened-250-points-higher-at-71907-132426346.html,"Stock Market BSE Sensex NSE Nifty Updates | Jyoti CNC Automation IPO | पॉलीकैब का शेयर 20% टूटा: सेंसेक्स 250 अंक चढ़कर 71,907 पर खुला, ज्योति सीएनसी के IPO में निवेश का आखिरी मौका",NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240111064500-T407,20240111064500,livehindustan.com,https://www.livehindustan.com/business/story-share-market-live-today-11-january-sensex-nifty-tcs-bse-infosys-nse-top-gainers-trending-stocks-9185810.html,"Share Market Live today 11 January sensex nifty tcs bse infosys nse top gainers trending stocks - Share Market Live today 11 January: शेयर मार्केट में बढ़त बरकरार, ऑटो स्टाॅक्स में तेजी, सेंसेक्स-निफ्टी हरे निशान पर, Business News",OVERLAP,DIRECTLY_RELEVANT,"Relevant to Tata Consultancy Services corporate performance, operations, IT deals, workforce, or governance."
20240111073000-18,20240111073000,moneycontrol.com,https://www.moneycontrol.com/news/business/markets/mid-day-mood-sensex-nifty-inch-higher-amid-positive-global-cues-it-stocks-in-focus-12033281.html,"Mid-day Mood | Sensex, Nifty inch higher amid positive global cues; IT stocks in focus",NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
